Hs (m),Tp (s),Day
6.36077891665699,12.9563539900759,1
9.9221453382557,13.7932456609282,1
6.45377455959339,11.707435955645,1
10.2307458425797,13.4570365099584,1
6.41760835342658,12.4951491792027,1
9.22964501141313,16.0049074362836,1
7.71758415787953,13.8109640030093,1
6.04984908429224,14.0304114781718,1
6.88463081328005,13.0565966075391,1
10.739055738804,16.4954346345401,1
6.49240043723637,12.9844459331102,1
7.79043916150388,14.0515311420195,1
6.18009966903497,12.0121430611758,1
6.02672178297503,13.6756606182779,1
6.94500583962553,13.7913490026172,1
6.65721108287149,12.1028693757251,1
6.31228575046502,13.5446224954861,1
9.61208011004248,13.4416620010577,1
8.75389056970789,13.7037112333403,1
8.40938909428432,14.0386467874121,1
8.62367841255064,13.9807826169339,1
7.15831407507125,14.9373968547831,1
6.02726065815865,11.3714319861785,1
6.7444527524605,13.4453519657209,1
6.54047711114473,12.1242093921913,1
8.7385636010487,13.5302818847751,1
6.87839124322169,13.7697341012887,1
7.15820612823852,13.7382252791375,1
11.0335909061586,16.2099963981483,1
7.4881609715902,12.7002281366592,1
6.40570400473131,13.0820018407505,1
6.54892581586956,12.3138807262615,1
6.5856231789506,11.6376356104704,1
6.65631479452546,15.3179851030663,1
7.15797107633518,13.9604905513526,1
6.88436009968863,13.4533295845004,1
6.6938496248495,13.9494889834244,1
6.53709459550043,12.6281931908733,1
6.59213521755594,15.0597292743903,1
6.89413443384785,12.6539839887221,1
7.15801068580727,14.1774453545169,1
6.94964909983238,13.7753639317395,1
7.29909380406434,14.0032118101013,1
6.83967948680698,13.6079800120011,1
7.26849048243634,16.9745312230197,1
10.6358659873071,15.3448041837419,1
9.3481741257385,13.011205496665,1
6.3316793629153,13.7444057329298,1
6.38688178047925,13.8077287031729,1
10.9504216342792,14.9412172212476,1
9.0795320437277,17.1709523247337,1
6.18839077651501,12.0085535013335,1
6.34212759394635,13.7379808580452,1
6.75315864379369,12.1000279285893,1
10.3826498945268,13.9636981754246,1
6.75874444000454,11.99748811724,1
6.56124264771129,15.116695055046,1
6.39776053826795,12.4814280453977,1
7.15728619357874,13.5293102438069,1
8.25083254472751,13.6211181184444,1
6.33594653064317,12.2639374005053,1
7.13977165409296,13.8198022430194,1
6.74958495490375,13.4725833286202,1
6.48508145508089,12.2069822227392,1
7.4586397008785,12.6250741585024,1
7.4477132944679,12.3657648149664,1
6.20066298504637,12.2104611564014,1
6.05573949973739,11.2713413572167,1
7.32352323887645,13.7437008387692,1
6.51537630056076,11.8127061392098,1
7.69490900657546,15.031331558348,1
7.71155032424891,12.877367678805,1
6.00678049482669,13.9505551625024,1
10.601727387301,15.2226902191693,1
7.0348524510526,12.8747333070145,1
6.35718784828472,12.2461399395843,1
6.91160531383691,13.5869056083203,1
6.65784708585264,13.8945037399768,1
6.64460884516355,13.7801564387157,1
6.22228932325251,15.6665431372602,1
7.32844498043972,13.7374534090546,1
6.61041502770269,12.1082305108956,1
7.16897006965221,12.6281714665435,1
6.18839077651501,12.6242000271602,1
6.46164955839191,11.6731437851603,1
10.7076519836248,16.4243202187856,1
10.4026975248793,15.2330974441468,1
8.44964878875261,14.1809224152569,1
6.10071507864473,11.2816256245913,1
6.92189662362342,12.294568589079,1
6.24375152235456,11.6528144221149,1
6.00307111005313,13.5918420375498,1
6.18370926967927,11.5236322839803,1
10.2502664393224,13.633049546877,1
6.16126305502063,14.859248673811,1
9.5400580417191,13.8713006369472,1
9.89493594156152,13.570108129966,1
6.36750594946515,12.2904309944881,1
6.86274244858497,11.8432350259084,1
6.37404570056783,12.1087392393357,1
6.17801364183017,15.1157500730686,1
7.78785100869435,13.8262012844885,1
10.314079527958,14.0565983288579,1
6.42466453368721,11.6367547119471,1
10.6212979886149,15.8872783887573,1
10.9452186258084,13.4537848987525,1
6.82121875198114,12.506287172657,1
8.94542076910834,15.0486696973547,1
6.10218534174738,12.9538329873889,1
7.7867245643724,13.491017872497,1
6.65478131735509,14.8423918652841,1
6.76890469940742,14.035168264771,1
7.19138138640313,13.9527864703705,1
6.8952367348411,11.6916488836503,1
6.40504204524759,13.9559828859069,1
6.18182005854434,17.2180170349928,1
6.16589409049619,14.1461771610228,1
6.16739018358453,13.5229122692446,1
7.78855782851072,16.738880201397,1
7.37332756444178,12.3025738137595,1
6.01321967707354,11.1651652105705,1
10.0982346011168,13.5414105412645,1
6.86571352125656,13.7545057134751,1
6.55332432471471,12.9201336732957,1
6.16453533980814,13.5959736150948,1
6.8949929368881,12.5052657077424,1
6.15915968717366,16.4710742805844,1
6.68338303246843,13.6173530687505,1
7.18284957708206,13.7379800151093,1
6.19522950572262,12.2280804711643,1
7.36625272093754,13.0908556435439,1
6.18596143910408,12.5994142810224,1
7.32043426809241,15.1813509706166,1
7.45133368120475,12.5180966076556,1
7.44992253582633,16.0230605948606,1
6.75910358588361,12.5646188001862,1
7.5218412829201,15.9189193033793,1
6.5457250743191,15.613935722356,1
6.40125994585926,12.2072249717925,1
6.2519899503047,12.6533359153929,1
7.88793992516443,13.5831855111188,1
6.59513265136635,11.4549210635751,1
9.00395586580983,14.0419677593799,1
7.42379447365063,13.8129087327795,1
7.45128187986746,13.7386367449091,1
7.48988655368407,14.0572577076836,1
7.53060485789243,12.6268381751281,1
6.00370809920088,10.7732802950467,1
6.72862110189863,16.2714252430166,1
10.488525548665,16.6510465815201,1
6.18839077651501,13.6135149521502,1
7.17506947780433,13.452525541384,1
6.65597464562347,13.4427421527805,1
6.18839077651501,11.7857017115054,1
7.78484696503252,13.5628155035819,1
7.00368049856361,13.5929453376015,1
7.68891541235716,14.0537645158966,1
7.32003704006573,12.9099533203283,1
6.91492795382189,13.255027127351,1
9.10287316980365,14.0550015473941,1
6.51283170692638,13.0215913671468,1
6.51072217715269,12.2805500506816,1
6.18839077651501,13.5967133608405,1
6.17764551926821,13.7760690301203,1
6.55904787011813,13.5962356313809,1
7.2637349531311,12.8844485231753,1
6.13449078907515,11.7100774622107,1
6.00352283566888,13.7638980660376,1
6.1442239348011,12.9793160493656,1
6.35984993336932,13.771603846566,1
6.1849797510883,15.9420901460759,1
6.90659483145449,13.5437214120146,1
6.93756354348249,11.8371791433075,1
9.37627231885926,13.7576928162616,1
6.07303247384424,13.7579485076157,1
7.49093718100004,13.4517543069578,1
6.67654788865697,12.2973972749716,1
7.1543313931006,13.5269371064022,1
7.16519514348365,13.4510220725472,1
6.3565963261433,17.2133918911041,1
7.78641613750334,13.6282447719229,1
7.7887558312548,14.1131291566014,1
6.52780365571339,13.7580703958884,1
7.57595806859221,13.5930228610786,1
7.02202538033914,12.8096014095367,1
6.39726824120379,12.2217707496275,1
6.47458272271769,12.1094905065237,1
6.4903010754157,14.1454737540332,1
6.04000021209414,11.001131092605,1
7.47561280910652,12.5219260045903,1
6.16169868362904,12.0749635949803,1
7.12734589455183,12.5388964699292,1
6.75098263265984,12.5843989500702,1
7.32224568508474,15.1699199521188,1
7.11116890772788,14.1675002524482,1
7.46386735785641,11.8360659636867,1
6.46516582398285,13.525200661774,1
7.01418036972887,13.5339716201994,1
8.90333243527865,13.4509443546935,1
7.16108932641909,12.6226000237146,1
6.59885619911757,12.1105293201063,1
6.25334828507434,12.7786935637397,1
7.70980237072317,13.588867603007,1
7.45571670173584,13.5324833532316,1
6.77199497665119,12.8139759503374,1
6.78800215367386,12.2972831228535,1
6.00354279338678,12.8792612763907,1
7.93705524918755,15.1176807219641,1
6.18839077651501,11.7519062241202,1
6.6793961317134,12.3198280897333,1
7.67442731992271,15.6716334596361,1
6.16486780931466,11.8340599339723,1
6.18586136512706,11.5583235332843,1
7.31998787139271,12.8697803978562,1
6.9882386672157,13.9981263880636,1
7.20048295850897,15.1183777876024,1
9.21484754775565,13.7985527714902,1
6.10869150108765,11.5249082790406,1
7.7856910538081,13.5489179005307,1
6.85363140385229,12.3206445888191,1
7.71294837212202,13.8272144209388,1
6.1726183972426,11.5752036008287,1
7.46728145064601,14.167904740491,1
6.45804529102832,12.5889208125271,1
6.20087922818339,11.3831477026614,1
6.74728845787509,16.9345487498413,1
6.24729381587846,11.8005378247139,1
10.6029708240491,13.6096165687067,1
7.71070798854909,13.795914946298,1
11.2564877174975,13.5428787289193,1
7.74336714497744,12.1090222636133,1
6.68072631879165,13.9868810269894,1
6.6655193705001,13.971413067067,1
7.17907342824797,11.8443946068923,1
6.90033999572463,12.2813232176396,1
7.09644533113102,13.9648093876311,1
6.37050190505286,16.4949250074861,1
6.38940574644629,11.4576288331793,1
6.55682267389189,15.1117807590494,1
6.31840046920145,16.1375747028848,1
6.69860532763194,12.4654680278837,1
7.73981738995957,13.9208724246934,1
6.74941844353629,11.8435013278168,1
6.92349237044767,16.3367993089343,1
6.76193828531751,14.1011461926879,1
6.9469985748022,11.7867590619518,1
7.64236148819916,12.7687477047982,1
6.65727997776318,12.1867444224022,1
8.81854503082221,12.2847690558557,1
7.15602534574275,13.9842573407199,1
7.6752967180099,14.8530605285212,1
6.87405244695813,12.4923748693532,1
6.37438664145605,14.1211809417581,1
6.028901537817,16.4578170114082,1
6.0861089614907,11.0905940820397,1
7.78639755583696,13.9541211756614,1
6.65787276911477,15.5727710402907,1
6.99798678041892,11.6657078856862,1
7.23091460210728,13.48101407649,1
7.19072336697868,12.2352391281085,1
8.2461411288718,12.4898811637894,1
6.21479464120203,12.2557391622734,1
6.06473199565008,11.8329271908715,1
6.10448308422316,13.4066175140359,1
6.79864751656436,16.9868470214343,1
7.15874189912252,12.0126277950112,1
6.95415586325216,12.6051056909932,1
6.85458853855169,13.4558215053932,1
6.97731631839689,13.8940801170233,1
7.03424830493487,12.6289960277378,1
10.623544670253,15.2498719458298,1
7.3148895826679,16.3090167558134,1
10.4757298832945,13.9261468003773,1
6.18839077651501,17.2004145046276,1
6.36001561736001,14.1894092301308,1
7.58672941315454,13.7382208458159,1
7.68205988259424,17.1649944538321,1
7.75384255994537,14.0461152333551,1
6.17210160458387,11.3029041895561,1
6.86221196272813,14.0554106850161,1
7.6756753962852,13.7803673484335,1
7.1070969347898,12.7216852421756,1
6.86653229878067,14.1672425074551,1
6.19675800305592,11.7675341097046,1
6.19659754717884,12.5043814875996,1
9.80635312818649,13.451070420402,1
6.20312457607964,12.2459842855408,1
7.46153155595688,13.7380452044662,1
6.02063802481559,12.2368657326857,1
7.71835803428815,13.9714151020986,1
8.36776562606746,14.9187022743636,1
6.5080771316649,11.8405080412191,1
7.69323506662491,13.7439929067264,1
6.31214122999961,12.0849440890183,1
6.18839077651501,13.7633716824766,1
6.66107511078525,13.1801944307326,1
7.78630912853748,13.620476538161,1
6.93708723350136,12.6949287957141,1
